ID,Title,Delivery Team,PreConditions,Section,Section Hierarchy,Steps (Expected Result),Steps (Step),Tags,Type,Can be automated on Printers,Can be automated on Simulators,Cannot be automated,Need Information,Dependencies,Comments,
C51566045,0004-MultipleProtocolStarvation-04_WSD,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,,"Protocol: WSD

Steps:
1. Use a print client system for each of the protocol supported.
2. Configure all print clients to print to the same printer.
3. Send the print jobs in the sequence stated.

Expected Behavior:
1. Printer should print a group of 40 complete print jobs from given protocols
2. All printed jobs from different protocols should be stack among one another",Dune_Ares2.0,Manual,,,Cannot be automated,,Multiple clients,,
C51566046,QM-03-Protocol testing_TC01WSD-TC01,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"Note: State down time to print in seconds in the remarks column.

Expected Behavior:

1. Print job should be able to complete without issues like network timeout.

2. Printing time should not be longer than threshold timing.","Preconditions:

Make sure printer is connected to the main network.

Make sure printer is in ""Quiet Mode""

Steps:

1. Connect printer to the main network.

2. Install printer via listed protocol.

3. Send a print job while printer is in ""Quiet Mode"".

4. Take note of the time taken to finish the print job.",Dune_Ares2.0,Manual,,,Cannot be automated,,,Quiet mode,
C51566049,03 Installation Manual Installation method,Workstream: Connectivity,"WSD is used to discover the printer
WsPrint is used to install or add the printer so it is expected that WSD installation will fail if WsPrint is disable

Note: For Window to install the printer , it need Printer Capabilities /Configuration etc.
those details come from WsPrint so it required to enable it",WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,,"Steps:
1. Install the printer using Web Services Discovery Manual method (Host name / IP address)

Expected Behavior:
1. Able to install printer
Steps:
1. Print a Test Page from system upon successful installation.

Expected Behavior:
1. Able to a test page successfully
Test Page should reflect:
1. Port name is reflected as WSD
2. Comment is shown as ""This is a web services printer""
Steps:
1. Print WWTT71CC(4 page).doc (Words)
2. Check for any truncations or distortion
Steps:
1. Print AUG_AH-1.xls (Excel)
2. Check for any truncations or distortion
Steps:
1. Print Autocad_It_killer.ppt (Powerpoint)
2. Check for any truncations or distortion
Steps:
1. Print AsianDragon(A)B2.pdf (Acrobat)
2. Check for any truncations or distortion
Steps:
1. Print Car.cdr (Corel)
2. Check for any truncations or distortion
Steps:
1. Print NE3051P3.html (Internet Explorer)
2. Check for any truncations or distortion
Steps:
1. Print Blue hills.jpg (Window Picture and Fax viewer / Windows Photo Gallery)
2. Check for any truncations or distortion","OSV-FWQA,Dune_Ares2.0",Manual,,,Cannot be automated,,,output need to be verified manually,
C51566056,01 Web Services - CONNECTED TO 10MB switch port,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"Make sure printer and system obtain an IP from the DHCP server
ABLE TO INSTALL PRINTER SUCCESSFULLY
ABLE TO PRINT OUT JOB SUCCESSFULLY","Steps:
1. Setup a isolated DCHP server.
2. Setup the Printer and perform a Network Restore.
3. Connect Printer, system and DHCP server to a Switch set with 10MB linkspeed.
Install printer using Web Service Discovery Method
Print a print job with the installed printer",Dune_Ares2.0,Manual,Yes,Yes,,,"DHCP, System, switch set",,
C51566057,01 Web Services - Change to 10MB from printer,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"Make sure printer and system obtain an IP from the DHCP server
Make sure printer and system obtain an IP from
the DHCP server
ABLE TO INSTALL PRINTER SUCCESSFULLY
ABLE TO PRINT OUT JOB SUCCESSFULLY","Steps:
1. Setup a isolated DCHP server.
2. Setup the Printer and perform a Network Restore.
3. Connect Printer, system to a DHCP server network.
Change Printer Link speed to 10MB via Control 
Panel
Install printer using Web Service Discovery Method
Print a print job with the installed printer",Dune_Ares2.0,Manual,,Yes,Cannot be automated,,,CP,
C51566058,01 WSD_Autosearch_10_On_Weekend,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"1. Able to install printer.
2. Able to print test page, and Port name is reflected as WSD, comment is shown as ""This is a web services printer"".
Able to print
Idle
Able to print","Before the weekend

Steps:
1. Install the printer using the method shown above.
2. Print a Test Page from system upon successful installation.
Steps:
1. Print WWTT71CC(4 page).doc (Words)
2. Print AUG_AH-1.xls (Excel)
3. Print Autocad_It_killer.ppt (Powerpoint)
4. Print AsianDragon(A)B2.pdf (Acrobat)
5. Print Car.cdr (Corel)
6. Print NE3051P3.html (Internet Explorer)
7. Print Blue hills.jpg (Window Picture and Fax viewer / Windows Photo Gallery)
8. Check for any truncations or distortion
Steps:
Leave Printer and System that is installed with WSD printer ON over the weekend.
After the weekend
Steps:
1. Print WWTT71CC(4 page).doc (Words)
2. Print AUG_AH-1.xls (Excel)
3. Print Autocad_It_killer.ppt (Powerpoint)
4. Print AsianDragon(A)B2.pdf (Acrobat)
5. Print Car.cdr (Corel)
6. Print NE3051P3.html (Internet Explorer)
7. Print Blue hills.jpg (Window Picture and Fax viewer / Windows Photo Gallery)
8. Check for any truncations or distortion",Dune_Ares2.0,Manual,,,Cannot be automated,, long hrs test,,
C51566059,02 WSD_NetworkFolder_Off_Overnight,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"1. Able to install printer.
2. Able to print test page, and port name is reflected as WSD, comment is shown as ""This is a web services printer"".
Able to print
Printer power down without error.
Able to print","1st Day
Steps:
1. Install the printer using the method shown above.
2. Print a Test Page from system upon successful installation.

Steps:
1. Print WWTT71CC(4 page).doc (Words)
2. Print AUG_AH-1.xls (Excel)
3. Print Autocad_It_killer.ppt (Powerpoint)
4. Print AsianDragon(A)B2.pdf (Acrobat)
5. Print Car.cdr (Corel)
6. Print NE3051P3.html (Internet Explorer)
7. Print Blue hills.jpg (Window Picture and Fax viewer / Windows Photo Gallery)
8. Check for any truncations or distortion
Steps:
1. Power down the printer.
2. Leave the printer off overnight.
2nd Day
Steps:
1. Power up the printer.
2. Print WWTT71CC(4 page).doc (Words)
3. Print AUG_AH-1.xls (Excel)
4. Print Autocad_It_killer.ppt (Powerpoint)
5. Print AsianDragon(A)B2.pdf (Acrobat)
6. Print Car.cdr (Corel)
7. Print NE3051P3.html (Internet Explorer)
8. Print Blue hills.jpg (Window Picture and Fax viewer / Windows Photo Gallery)
9. Check for any truncations or distortion",Dune_Ares2.0,Manual,,,Cannot be automated,, long hrs test,,
C51566060,03 WSD_Manual_Off_Overnight,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"1.Able to install
2.Able to print test page
3.Test Page should reflect:
 Port name is reflected as WSD
 Comment is shown as ""This is a web services printer""
Able to print.
rinter is idle when left off overnight
Able to print","1st Day

Steps:
1. Install the printer using WSD manually
2. Print a Test Page from system upon successful installation.

Steps:
1. Print WWTT71CC(4 page).doc (Words)
2. Print AUG_AH-1.xls (Excel)
3. Print Autocad_It_killer.ppt (Powerpoint)
4. Print AsianDragon(A)B2.pdf (Acrobat)
5. Print Car.cdr (Corel)
6. Print NE3051P3.html (Internet Explorer)
7. Print Blue hills.jpg (Window Picture and Fax viewer / Windows Photo Gallery)

Steps:
1. Power down the printer.
2. Leave the printer off overnight.
2nd Day

Steps:
1. Power up the printer.
2. Print WWTT71CC(4 page).doc (Words)
3. Print AUG_AH-1.xls (Excel)
4. Print Autocad_It_killer.ppt (Powerpoint)
5. Print AsianDragon(A)B2.pdf (Acrobat)
6. Print Car.cdr (Corel)
7. Print NE3051P3.html (Internet Explorer)
8. Print Blue hills.jpg (Window Picture and Fax viewer / Windows Photo Gallery)
9. Check for any truncations or distortion",Dune_Ares2.0,Manual,,,Cannot be automated,,long hrs test,,
C51566062,04 JobCancelling-WSD_multipleJobs,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,,"WSD

Steps:
1. Install printer via the protocol listed above.
1. Send 7 job to the printer.
2. While second jobs starts to print, cancel it from spooler and let third job print
3. Cancel 4th job from spooler and let 5th job print.
4. Cancel 6th job from front panel and let last job print.

Expected Behaviour:
1. Able to cancel print jobs from both Control panel and Spooler.
2. Printer should send 4 completed print jobs by the end of each test",Dune_Ares2.0,Manual,,,Cannot be automated,,,cancelling job may cause jam,
C51566063,02 WSD_USB and USB_WSD,Workstream: Connectivity,,WS-Print,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > WS-Print,"Expected Behavior:
1. Time took to process the next job must be less than 3 - 5mins.  Any time longer than that must be highlighted
Expected Behavior:
1. Time took to process the next job must be less than 3 - 5mins. Any time longer than that must be highlighted
2. USB should resume prinitng after usb cable is re-connected","System A: WSD
System B: USB

Scenario 1:
1. System B is connected to printer via USB port, System A is connected to printer
    via network
2. Send a print job from System A
3. While printer is processing print job A, send another print job
    from System B (USB).
4. Once printer start printing from A, Disconnect the network 
    cable that is connected to the printer.
5. Start timing until printer starts processing print job B (USB). 
6. After job B is printed, Reconnect network cable and make sure that job A will print.


0004-HoseBreak-EIO&USB-04_USB_WSD-04
System A: USB
System B: WSD

Scenario 2:
1. System A is connected to printer via USB port, System B is connected to printer
via network.
2. Send a print job from System A (USB).
3. While printer is processing print job A (USB), send another print job from
System B.
4. Once printer start printing from A (USB), Disconnect the USB cable that is
connected to the printer.
5. Start timing until printer starts processing print job B.
6. After B is printed, Re-connect USB and confirm A will print",Dune_Ares2.0,Manual,,,Cannot be automated,,USB,,
